AnimalID;Feature1;Feature2;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color
A703605;A70;70;Karis;18/07/2015 16:10;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair Mix;Blue Tabby/White
A703606;A70;70;;07/07/2015 18:21;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Blue/White
A703607;A70;70;;25/06/2015 15:32;Adoption;;Cat;Spayed Female;1 month;Domestic Medium Hair Mix;Blue
A703609;A70;70;Oreo;30/06/2015 17:31;Adoption;;Cat;Neutered Male;1 month;Domestic Medium Hair Mix;Black/White
A703611;A70;70;;18/07/2015 19:50;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Brown Tabby/White
A703612;A70;70;;30/06/2015 19:10;Adoption;;Cat;Spayed Female;1 month;Domestic Medium Hair Mix;Brown Tabby
A703615;A70;70;Bailey;21/11/2015 15:18;Adoption;;Dog;Neutered Male;7 months;Labrador Retriever Mix;Black/White
A703617;A70;70;Sylvia;19/07/2015 17:34;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black
A703618;A70;70;Spyder;28/05/2015 15:59;Return_to_owner;;Dog;Spayed Female;2 years;Pit Bull Mix;Red/White
A703621;A70;70;;28/05/2015 09:00;Transfer;SCRP;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Brown Tabby
A703625;A70;70;Jojo;18/06/2015 16:53;Adoption;Foster;Dog;Spayed Female;3 years;Chihuahua Longhair Mix;Black/Gray
A703629;A70;70;Gavin;28/06/2015 15:52;Adoption;;Dog;Neutered Male;5 months;Labrador Retriever Mix;Black/White
A703630;A70;70;Sheldon;30/06/2015 07:01;Adoption;Foster;Dog;Neutered Male;4 years;German Shepherd Mix;Brown
A703631;A70;70;Hanley;03/07/2015 18:50;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black/White
A703632;A70;70;;28/05/2015 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Calico
A703634;A70;70;;28/05/2015 11:58;Transfer;Partner;Dog;Intact Male;2 months;Pit Bull Mix;Blue/White
A703637;A70;70;;28/05/2015 11:58;Transfer;Partner;Dog;Intact Male;2 months;Pit Bull Mix;Blue/White
A703638;A70;70;Henry;23/06/2015 07:29;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange/White
A703639;A70;70;Harry;23/06/2015 07:30;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby/White
A703641;A70;70;Mickey;23/06/2015 17:48;Adoption;;Dog;Neutered Male;5 months;Labrador Retriever Mix;Black/White
A703642;A70;70;;27/05/2015 16:19;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair Mix;Blue/White
A703643;A70;70;;27/05/2015 16:19;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair Mix;Black
A703645;A70;70;Moxie;31/05/2015 18:48;Adoption;;Dog;Spayed Female;5 months;Irish Terrier Mix;Sable
A703648;A70;70;;27/05/2015 16:27;Euthanasia;Suffering;Cat;Intact Female;1 year;Domestic Medium Hair Mix;Black/White
A703649;A70;70;Kismit;18/02/2016 16:16;Adoption;;Dog;Spayed Female;3 years;Pit Bull Mix;White/Brown
A703651;A70;70;Bella;26/06/2015 16:30;Transfer;Partner;Dog;Intact Female;3 months;Pit Bull Mix;Red/White
A703653;A70;70;Kat;20/06/2015 19:11;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
A703654;A70;70;Zoe;31/05/2015 13:21;Transfer;Partner;Dog;Intact Female;2 years;Pit Bull Mix;Gray
A703658;A70;70;;09/06/2015 17:18;Adoption;;Cat;Neutered Male;1 month;Domestic Shorthair Mix;Brown Tabby
A703661;A70;70;Lobo;31/05/2015 19:18;Adoption;;Dog;Neutered Male;8 months;Siberian Husky Mix;White
A703662;A70;70;Joyce;29/06/2015 11:13;Return_to_owner;;Dog;Spayed Female;1 year;Pit Bull Mix;Blue/White
A703663;A70;70;;27/05/2015 18:59;Transfer;Partner;Cat;Unknown;1 month;Domestic Shorthair Mix;Brown Tabby
A703664;A70;70;;27/05/2015 18:06;Euthanasia;Suffering;Cat;Intact Male;2 years;Domestic Shorthair Mix;Brown Tabby
A703665;A70;70;Greta;02/06/2015 17:13;Adoption;;Dog;Spayed Female;1 year;German Shepherd Mix;Black/Brown
A703668;A70;70;Leia;15/06/2015 15:42;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair Mix;Brown Tabby
A703669;A70;70;Georgia;20/09/2015 14:00;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Brown Tabby/White
A703670;A70;70;;02/07/2015 00:00;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby/White
A703676;A70;70;Oliver;07/09/2015 17:18;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Brown Tabby/White
A703677;A70;70;;16/08/2015 19:18;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Blue Tabby/White
A703678;A70;70;;01/08/2015 17:52;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Torbie/White
A703679;A70;70;;26/08/2015 19:03;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Brown Tabby
A703680;A70;70;Riley;23/06/2015 17:39;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Calico
A703681;A70;70;;16/08/2015 19:18;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black/White
A703682;A70;70;;26/08/2015 19:08;Adoption;;Cat;Neutered Male;3 months;Domestic Medium Hair Mix;Brown Tabby/White
A703684;A70;70;;08/08/2015 13:21;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Blue Tabby
A703686;A70;70;Bert;08/07/2015 17:11;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A703687;A70;70;;25/06/2015 18:58;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby/White
A703688;A70;70;Ernie;08/07/2015 17:11;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby/White
A703690;A70;70;;27/05/2015 19:00;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Brown Tabby
A703691;A70;70;;27/05/2015 19:00;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Brown Tabby
A703700;A70;70;Sienna;25/06/2015 18:54;Adoption;;Cat;Intact Female;15 years;Domestic Shorthair Mix;Brown Tabby/White
A703701;A70;70;Hobie Cat;16/06/2015 16:44;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby
A703713;A70;70;Champ;13/06/2015 18:58;Transfer;Partner;Dog;Neutered Male;2 years;American Pit Bull Terrier Mix;White/Brown
A703715;A70;70;Canelo;06/06/2015 12:59;Adoption;;Dog;Neutered Male;5 years;Siberian Husky Mix;Brown/Tan
A703717;A70;70;Rex;17/10/2015 19:51;Adoption;;Dog;Neutered Male;10 months;Labrador Retriever/German Shepherd;Black/White
A703719;A70;70;Rose;06/06/2015 11:29;Return_to_owner;;Cat;Spayed Female;6 years;Domestic Shorthair Mix;Cream Tabby
A703720;A70;70;;28/05/2015 13:28;Transfer;Partner;Dog;Unknown;1 day;Anatol Shepherd Mix;Tricolor
A703721;A70;70;;28/05/2015 13:27;Transfer;Partner;Dog;Unknown;1 day;Anatol Shepherd Mix;Tricolor
A703722;A70;70;Oliver;05/06/2015 15:40;Transfer;Partner;Dog;Neutered Male;5 months;Carolina Dog/Labrador Retriever;Tan/White
A703724;A70;70;Alfie;08/08/2015 10:54;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Brown Tabby
A703726;A70;70;Gizmo;02/07/2015 10:47;Adoption;;Cat;Intact Female;2 months;Siamese Mix;Calico Point/White
A703727;A70;70;Crispin;07/06/2015 16:32;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black
A703728;A70;70;;29/05/2015 09:00;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Shorthair Mix;Torbie/White
A703730;A70;70;;18/07/2015 16:21;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black Smoke/White
A703735;A70;70;Victoria;07/08/2015 15:42;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Black/White
A703737;A70;70;Poncho;29/05/2015 17:34;Return_to_owner;;Dog;Neutered Male;4 years;Labrador Retriever;Buff
A703741;A70;70;Woody;24/06/2015 12:24;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A703742;A70;70;;28/05/2015 13:42;Euthanasia;Suffering;Cat;Intact Female;1 month;Himalayan Mix;Seal Point
A703743;A70;70;Bo;03/06/2015 15:04;Return_to_owner;;Dog;Neutered Male;1 year;Australian Cattle Dog/Labrador Retriever;White/Brown
A703744;A70;70;;01/06/2015 18:58;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black
A703745;A70;70;Coco;30/05/2015 18:10;Return_to_owner;;Dog;Spayed Female;12 years;Labrador Retriever/Doberman Pinsch;Chocolate/Tan
A703747;A70;70;Tory;29/06/2015 14:11;Transfer;Partner;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Brown Tabby
A703749;A70;70;Hellen;03/06/2015 14:31;Transfer;Partner;Cat;Intact Female;14 years;Siamese Mix;Lynx Point
A703750;A70;70;Z;02/06/2015 17:55;Return_to_owner;;Dog;Neutered Male;3 years;Treeing Walker Coonhound Mix;Tricolor
A703755;A70;70;Emerald;01/06/2015 12:40;Return_to_owner;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black
A703756;A70;70;Christopher;07/06/2015 11:39;Return_to_owner;;Dog;Neutered Male;3 years;Pit Bull/Boston Terrier;White/Black
A703762;A70;70;George;10/07/2015 14:02;Transfer;Partner;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Tan
A703764;A70;70;Bella;30/05/2015 17:00;Return_to_owner;;Dog;Intact Female;1 year;Border Collie Mix;Black/White
A703767;A70;70;Sally;18/09/2015 15:26;Transfer;Partner;Cat;Spayed Female;3 years;Domestic Medium Hair Mix;Torbie
A703769;A70;70;Loki;30/05/2015 18:26;Return_to_owner;;Dog;Neutered Male;2 years;German Shepherd Mix;Tricolor
A703770;A70;70;Mia;19/07/2015 19:48;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A703771;A70;70;;29/05/2015 17:15;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Shorthair Mix;Brown Tabby
A703776;A70;70;Soraya;15/06/2015 15:38;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Medium Hair Mix;Brown Tabby
A703778;A70;70;Orville;20/06/2015 15:17;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Brown Tabby
A703780;A70;70;Renalda;01/06/2015 19:21;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair/Dachshund;Black/Tan
A703781;A70;70;Romeo;30/05/2015 15:30;Transfer;Partner;Dog;Intact Male;6 years;Dachshund;Blue Merle/White
A703782;A70;70;Fritz;01/06/2015 16:59;Adoption;;Dog;Neutered Male;1 year;Miniature Poodle Mix;Tan
A703784;A70;70;Spot;25/06/2015 16:47;Adoption;;Dog;Neutered Male;1 year;Border Collie Mix;Black/White
A703787;A70;70;Maymay;29/05/2015 12:08;Return_to_owner;;Dog;Spayed Female;4 years;Labrador Retriever Mix;Brown
A703792;A70;70;Onyx;29/05/2015 12:43;Return_to_owner;;Dog;Spayed Female;14 years;Standard Poodle Mix;Black/Brown
A703793;A70;70;;08/06/2015 12:07;Died;In Kennel;Cat;Intact Male;1 month;Domestic Shorthair Mix;Brown Tabby/Gray
A703795;A70;70;Trax;31/05/2015 08:41;Euthanasia;Rabies Risk;Cat;Neutered Male;14 years;Domestic Medium Hair Mix;Brown Tabby/White
A703799;A70;70;Sunny;25/09/2015 09:55;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Torbie
A703800;A70;70;Kaia;06/07/2015 17:15;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White/Blue
A703801;A70;70;Kieran;06/07/2015 17:13;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;White/Blue
A703803;A70;70;;06/06/2015 13:06;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Brown Tabby/White
A703804;A70;70;Beth;26/08/2015 17:33;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Tortie
A703805;A70;70;Bitsie;29/08/2015 14:14;Adoption;Offsite;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby/White
A703806;A70;70;Molly;28/08/2015 12:53;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Blue Tabby/White
A703807;A70;70;Max;12/08/2015 14:35;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Blue Tabby/White
A703810;A70;70;;03/06/2015 12:42;Adoption;;Dog;Spayed Female;5 months;Black Mouth Cur/Blue Lacy;Sable
A703813;A70;70;;02/06/2015 15:09;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black/White
A703814;A70;70;;02/06/2015 15:09;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black
A703823;A70;70;Ellie;04/06/2015 14:35;Adoption;;Dog;Spayed Female;2 months;Pit Bull Mix;White/Brown
A703832;A70;70;;30/05/2015 09:00;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Shorthair Mix;Brown Tabby/White
A703833;A70;70;;12/06/2015 12:10;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby/White
A703836;A70;70;Nikita;21/06/2015 17:43;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Torbie/White
A703837;A70;70;;12/06/2015 12:12;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Torbie
A703840;A70;70;Bean;09/08/2015 12:21;Adoption;Foster;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Brown/White
A703841;A70;70;;06/06/2015 14:49;Adoption;;Dog;Neutered Male;2 years;Norfolk Terrier;Black/White
A703848;A70;70;Maytag;12/06/2015 16:52;Transfer;Partner;Dog;Intact Female;4 years;American Bulldog Mix;White/Tan
A703850;A70;70;;31/05/2015 14:54;Transfer;Partner;Dog;Intact Male;5 days;American Bulldog Mix;White/Black
A703851;A70;70;;31/05/2015 14:55;Transfer;Partner;Dog;Intact Male;5 days;American Bulldog Mix;White/Tan
A703856;A70;70;Curlysue;13/06/2015 14:25;Adoption;;Dog;Spayed Female;9 years;Flat Coat Retriever Mix;Black
A703857;A70;70;;29/05/2015 18:51;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair Mix;Blue
A703862;A70;70;;31/05/2015 15:44;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair Mix;Blue Tabby
A703864;A70;70;;31/05/2015 15:44;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Blue Tabby
A703865;A70;70;;31/05/2015 15:45;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Black
A703866;A70;70;;31/05/2015 15:45;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Lynx Point
A703867;A70;70;;29/05/2015 18:52;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Tortie
A703868;A70;70;;29/05/2015 18:52;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Calico
A703869;A70;70;;29/05/2015 18:52;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Calico
A703871;A70;70;;29/05/2015 18:53;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby/White
A703872;A70;70;;29/05/2015 18:53;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby
A703873;A70;70;;29/05/2015 18:53;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Cream Tabby/White
A703874;A70;70;;09/06/2015 17:25;Adoption;;Dog;Neutered Male;1 month;Chihuahua Shorthair Mix;White/Brown
A703877;A70;70;Hymn;18/06/2015 15:07;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Black/Brown
A703879;A70;70;;06/06/2015 13:07;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Shorthair Mix;White/Black
A703880;A70;70;;29/05/2015 18:48;Transfer;Partner;Cat;Unknown;1 day;Domestic Shorthair Mix;Brown Tabby
A703886;A70;70;;11/06/2015 16:28;Transfer;Partner;Dog;Spayed Female;2 months;German Shepherd Mix;Brown/Black
A703887;A70;70;Dixie;13/06/2015 14:59;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Tortie
A703889;A70;70;;30/05/2015 14:39;Euthanasia;Suffering;Dog;Intact Male;5 years;Great Pyrenees Mix;White/Brown Brindle
A703891;A70;70;Jaguar;06/06/2015 13:05;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black
A703892;A70;70;Opal Jane;13/12/2015 00:00;Transfer;Partner;Dog;Intact Female;12 years;Chihuahua Shorthair Mix;White/Brown
A703894;A70;70;Fluff;02/08/2015 12:32;Adoption;Offsite;Cat;Neutered Male;3 months;Turkish Van Mix;White/Blue
A703895;A70;70;;07/06/2015 12:36;Transfer;Partner;Cat;Unknown;1 weeks;Domestic Shorthair Mix;White
A703899;A70;70;River;31/07/2015 12:29;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;Brown/White
A703903;A70;70;Sunny;11/07/2015 17:11;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A703905;A70;70;Flash;13/06/2015 12:35;Adoption;;Cat;Spayed Female;6 months;Domestic Shorthair Mix;Tortie
A703906;A70;70;Lil Bit;02/06/2015 18:08;Adoption;;Cat;Spayed Female;6 months;Domestic Shorthair Mix;Tortie
A703907;A70;70;Fawn;08/06/2015 16:25;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Black
A703912;A70;70;Kit;08/06/2015 16:25;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Black
A703915;A70;70;Abe;05/06/2015 11:29;Adoption;;Dog;Neutered Male;2 years;Australian Shepherd Mix;White/Brown
A703916;A70;70;Molly;06/06/2015 13:06;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Brown Tabby/White
A703917;A70;70;Kevin;01/06/2015 18:51;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby/White
A703919;A70;70;;08/06/2015 17:01;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A703920;A70;70;Susuwatari;06/06/2015 13:51;Adoption;;Cat;Intact Female;1 month;Domestic Shorthair Mix;Tortie
A703921;A70;70;;30/05/2015 15:33;Euthanasia;Suffering;Cat;Intact Female;4 weeks;Siamese Mix;Silver
A703922;A70;70;Miori;13/08/2015 16:07;Transfer;Partner;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby/White
A703923;A70;70;Fluffy;01/06/2015 18:30;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black/White
A703924;A70;70;Groucho;17/07/2015 15:44;Adoption;;Cat;Neutered Male;4 months;Domestic Medium Hair;Black/White
A703925;A70;70;;30/05/2015 14:52;Transfer;Partner;Cat;Unknown;2 days;Domestic Shorthair Mix;White/Blue Tabby
A703926;A70;70;Vinny;24/06/2015 13:42;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Brown Tabby/White
A703927;A70;70;Olive;19/07/2015 13:34;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
A703928;A70;70;Florence;19/07/2015 13:31;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
A703930;A70;70;Rose;18/07/2015 16:49;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Tortie
A703932;A70;70;Daffodil;10/06/2015 12:47;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby
A703933;A70;70;Lucy;31/05/2015 11:10;Return_to_owner;;Dog;Spayed Female;2 years;German Shepherd Mix;Brown/Black
A703935;A70;70;Jack;31/05/2015 14:19;Return_to_owner;;Dog;Neutered Male;3 years;Chihuahua Shorthair Mix;Tan
A703937;A70;70;Harvey;05/06/2015 17:17;Transfer;Partner;Dog;Neutered Male;2 years;Chinese Sharpei;Tan
A703938;A70;70;Shay;13/06/2015 14:50;Adoption;;Dog;Spayed Female;8 months;Labrador Retriever/Rottweiler;Black
A703940;A70;70;Jaxton;01/06/2015 11:23;Return_to_owner;;Dog;Neutered Male;2 years;Miniature Schnauzer Mix;Gray
A703942;A70;70;Stella;03/06/2015 17:03;Adoption;;Dog;Spayed Female;1 year;Dachshund Mix;Brown/Tricolor
A703950;A70;70;Pepe;17/06/2015 13:02;Adoption;;Dog;Neutered Male;7 years;Chihuahua Shorthair Mix;Blue/White
A703952;A70;70;Taco;30/05/2015 18:56;Transfer;Partner;Cat;Unknown;4 weeks;Siamese Mix;Seal Point
A703955;A70;70;Lady;02/06/2015 14:42;Return_to_owner;;Dog;Spayed Female;9 years;Golden Retriever Mix;Red
A703958;A70;70;;30/05/2015 18:42;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Brown Tabby
A703959;A70;70;;30/05/2015 18:42;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Brown Tabby
A703960;A70;70;;30/05/2015 18:42;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Brown Tabby
A703961;A70;70;;30/05/2015 18:42;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Brown Tabby
A703962;A70;70;;30/05/2015 18:42;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Brown Tabby
A703963;A70;70;;30/05/2015 18:42;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Brown Tabby
A703968;A70;70;;08/06/2015 19:18;Adoption;;Cat;Neutered Male;1 year;Bengal;Brown Tabby
A703972;A70;70;Kaya;31/05/2015 18:59;Return_to_owner;;Dog;Spayed Female;3 years;American Staffordshire Terrier Mix;Fawn/White
A703973;A70;70;;04/06/2015 17:05;Transfer;Partner;Dog;Neutered Male;1 year;Great Dane Mix;Blue
A703974;A70;70;Chloe;03/07/2015 14:26;Adoption;;Dog;Spayed Female;1 year;American Bulldog Mix;White/Brown Brindle
A703975;A70;70;Chanel;07/09/2015 17:17;Adoption;;Dog;Spayed Female;2 years;American Staffordshire Terrier Mix;White/Tan
A703978;A70;70;Buster;01/06/2015 13:45;Return_to_owner;;Dog;Neutered Male;5 years;Standard Schnauzer Mix;Black/White
A703980;A70;70;;31/05/2015 13:46;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Torbie
A703982;A70;70;Ivy;20/07/2015 12:00;Adoption;;Dog;Spayed Female;2 years;Staffordshire Mix;Brown/White
A703983;A70;70;Victoria;27/12/2015 11:37;Transfer;Partner;Dog;Spayed Female;1 year;Carolina Dog Mix;Tan/White
A703985;A70;70;Simba;25/07/2015 13:01;Transfer;Partner;Dog;Neutered Male;3 years;American Bulldog Mix;Tan/White
A703986;A70;70;Spirit;05/06/2015 17:01;Adoption;;Dog;Neutered Male;1 year;Siberian Husky Mix;White/Black
A703988;A70;70;June;07/06/2015 13:30;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black
A703989;A70;70;;01/06/2015 09:00;Transfer;SCRP;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black
A703990;A70;70;Larry;19/07/2015 17:45;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;White/Black
A703992;A70;70;Lisa;03/06/2015 12:02;Transfer;Partner;Dog;Intact Female;1 year;Pekingese/Chihuahua Shorthair;White/Tan
A703993;A70;70;;31/05/2015 14:49;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;White/Brown Tabby
A703997;A70;70;;31/05/2015 14:44;Transfer;Partner;Cat;Unknown;4 weeks;Domestic Shorthair Mix;Blue
A703999;A70;70;Paisley;24/06/2015 11:14;Adoption;;Dog;Spayed Female;10 months;Labrador Retriever Mix;White
A704000;A70;70;Goldie;02/06/2015 13:12;Transfer;Partner;Dog;Spayed Female;5 years;Chihuahua Shorthair Mix;Tan/White
A704002;A70;70;Nala;13/06/2015 14:24;Adoption;;Dog;Spayed Female;10 months;Labrador Retriever/Anatol Shepherd;Yellow
A704003;A70;70;;05/06/2015 18:48;Adoption;;Dog;Neutered Male;2 years;Pembroke Welsh Corgi Mix;Tricolor
A704004;A70;70;Jack;14/08/2015 17:54;Adoption;;Dog;Neutered Male;9 years;Anatol Shepherd Mix;White/Tan
A704005;A70;70;Petunia;18/07/2015 15:09;Adoption;Foster;Cat;Spayed Female;2 months;Siamese Mix;Lynx Point
A704006;A70;70;Button;09/06/2015 13:40;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby
A704008;A70;70;;13/06/2015 17:52;Return_to_owner;;Dog;Intact Female;8 months;Pit Bull Mix;Blue/White
A704016;A70;70;;31/05/2015 17:11;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Brown Tabby/White
A704018;A70;70;;31/05/2015 17:12;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Black/White
A704020;A70;70;;31/05/2015 17:12;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Brown
A704022;A70;70;;31/05/2015 17:12;Transfer;Partner;Cat;Unknown;3 days;Domestic Shorthair Mix;Black
A704030;A70;70;Tom Collins;01/07/2015 17:40;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black/White
A704031;A70;70;Daquiri;02/07/2015 00:00;Transfer;Partner;Cat;Spayed Female;3 months;Domestic Shorthair Mix;White/Black
A704032;A70;70;Madison;05/06/2015 14:31;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A704033;A70;70;;04/06/2015 17:29;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Gray Tabby
A704035;A70;70;;01/06/2015 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black/White
A704039;A70;70;Thunder;14/07/2015 18:49;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black/White
A704041;A70;70;Pamplemousse;13/07/2015 17:44;Adoption;;Cat;Spayed Female;2 months;Snowshoe Mix;Seal Point/White
A704044;A70;70;;31/05/2015 18:52;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair Mix;Black/White
A704046;A70;70;;31/05/2015 18:23;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Brown Tabby
A704053;A70;70;Candy;07/06/2015 17:23;Died;In Surgery;Dog;Intact Female;2 years;Great Pyrenees Mix;White/Pink
A704054;A70;70;Spike;01/06/2015 12:14;Return_to_owner;;Dog;Intact Male;11 years;German Shepherd Mix;Black/Tan
A704056;A70;70;Delphine;06/06/2015 18:48;Adoption;;Dog;Spayed Female;5 months;Pembroke Welsh Corgi/German Shepherd;Tricolor
